dataset,node,direction,entropy
wiki-rfa,923096197,out,0.0
wiki-rfa,923096197,in,0.6252624052234231
wiki-rfa,265386692,out,0.7219280948873623
wiki-rfa,265386692,in,0.5435644431995964
wiki-rfa,592779969,out,0.0
wiki-rfa,592779969,in,0.2974722489192898
wiki-rfa,658502906,out,0.6500224216483541
wiki-rfa,658502906,in,0.9910760598382222
wiki-rfa,412235766,out,0.0
wiki-rfa,412235766,in,0.9629004147713269
wiki-rfa,915470965,out,0.8112781244591328
wiki-rfa,915470965,in,0.0
wiki-rfa,446514391,out,0.0
wiki-rfa,446514391,in,0.13923299905509906
wiki-rfa,385513685,out,0.0
wiki-rfa,385513685,in,0.9996734260048917
wiki-rfa,704533576,out,0.0
wiki-rfa,704533576,in,0.3095434291503253
wiki-rfa,998261626,out,0.5435644431995964
wiki-rfa,998261626,in,0.6665783579949205
wiki-rfa,546805381,out,0.0
wiki-rfa,546805381,in,0.8453509366224364
wiki-rfa,580893895,out,0.7219280948873623
wiki-rfa,580893895,in,0.8997437586982626
wiki-rfa,279704000,out,0.8112781244591328
wiki-rfa,279704000,in,0.5032583347756459
wiki-rfa,177340430,out,0.0
wiki-rfa,177340430,in,0.863120568566631
wiki-rfa,924545294,out,0.0
wiki-rfa,924545294,in,0.9520402801398791
wiki-rfa,93745397,out,0.8112781244591328
wiki-rfa,93745397,in,0.27950554563667984
wiki-rfa,940596859,out,0.0
wiki-rfa,940596859,in,0.0
wiki-rfa,260854430,out,1.0
wiki-rfa,260854430,in,0.0
wiki-rfa,137051059,out,0.0
wiki-rfa,137051059,in,0.8431619569518378
wiki-rfa,76527891,out,0.0
wiki-rfa,76527891,in,0.9059282160429991
wiki-rfa,98385869,out,0.9709505944546686
wiki-rfa,98385869,in,0.23519338181924138
wiki-rfa,151467617,out,0.0
wiki-rfa,151467617,in,0.9957274520849255
wiki-rfa,72894791,out,0.0
wiki-rfa,72894791,in,1.0
wiki-rfa,829426400,out,0.0
wiki-rfa,829426400,in,0.9418285354475158
wiki-rfa,819999401,out,0.691289869405789
wiki-rfa,819999401,in,0.21639693245126448
wiki-rfa,55213167,out,0.0
wiki-rfa,55213167,in,0.0
wiki-rfa,814699532,out,1.0
wiki-rfa,814699532,in,0.9259400597385792
wiki-rfa,98252897,out,0.9182958340544896
wiki-rfa,98252897,in,0.0
wiki-rfa,910267120,out,0.9182958340544896
wiki-rfa,910267120,in,0.6098403047164004
wiki-rfa,416593056,out,0.0
wiki-rfa,416593056,in,0.7793498372920853
wiki-rfa,722546599,out,0.0
wiki-rfa,722546599,in,0.0
wiki-rfa,586686281,out,0.0
wiki-rfa,586686281,in,0.17203694935311387
wiki-rfa,621314642,out,0.0
wiki-rfa,621314642,in,0.7219280948873623
wiki-rfa,721121039,out,0.0
wiki-rfa,721121039,in,0.5713549744279549
wiki-rfa,606176681,out,0.954434002924965
wiki-rfa,606176681,in,0.0
wiki-rfa,649047931,out,0.8904916402194913
wiki-rfa,649047931,in,0.0
wiki-rfa,159391636,out,0.0
wiki-rfa,159391636,in,0.0
wiki-rfa,45995102,out,0.9182958340544896
wiki-rfa,45995102,in,0.8812908992306927
wiki-rfa,305769808,out,0.9709505944546686
wiki-rfa,305769808,in,0.0
wiki-rfa,234239018,out,0.5225593745369408
wiki-rfa,234239018,in,0.17925606692832127
wiki-rfa,838215324,out,0.0
wiki-rfa,838215324,in,0.5916727785823273
wiki-rfa,591489291,out,0.59728274179791
wiki-rfa,591489291,in,0.41381685030363374
wiki-rfa,112880831,out,0.0
wiki-rfa,112880831,in,0.676941869780886
wiki-rfa,758171745,out,1.0
wiki-rfa,758171745,in,0.5225593745369408
wiki-rfa,107076306,out,0.6500224216483541
wiki-rfa,107076306,in,0.3227569588973983
wiki-rfa,252189628,out,0.0
wiki-rfa,252189628,in,0.39124356362925566
wiki-rfa,527230521,out,0.0
wiki-rfa,527230521,in,0.37123232664087563
wiki-rfa,604794018,out,0.9182958340544896
wiki-rfa,604794018,in,0.9774178175281716
wiki-rfa,16729224,out,0.0
wiki-rfa,16729224,in,0.9940302114769565
wiki-rfa,417475343,out,0.9182958340544896
wiki-rfa,417475343,in,0.0
wiki-rfa,234768744,out,0.0
wiki-rfa,234768744,in,0.9182958340544896
wiki-rfa,693982345,out,0.0
wiki-rfa,693982345,in,0.4689955935892811
wiki-rfa,170266648,out,0.0
wiki-rfa,170266648,in,0.35335933502142136
wiki-rfa,164485364,out,0.0
wiki-rfa,164485364,in,0.5032583347756457
wiki-rfa,971065520,out,0.6171519192002819
wiki-rfa,971065520,in,0.9709505944546686
wiki-rfa,980369915,out,0.8112781244591328
wiki-rfa,980369915,in,0.13709947889981788
wiki-rfa,549098402,out,0.0
wiki-rfa,549098402,in,0.0
wiki-rfa,795020576,out,0.0
wiki-rfa,795020576,in,0.0
wiki-rfa,656209205,out,0.0
wiki-rfa,656209205,in,0.0
wiki-rfa,523034722,out,0.0
wiki-rfa,523034722,in,0.0
wiki-rfa,794888723,out,0.0
wiki-rfa,794888723,in,0.8541802051521676
wiki-rfa,35759957,out,0.600608575413187
wiki-rfa,35759957,in,0.0
wiki-rfa,871973963,out,0.0
wiki-rfa,871973963,in,0.9182958340544896
wiki-rfa,722348537,out,0.9182958340544896
wiki-rfa,722348537,in,0.0
wiki-rfa,118056900,out,0.8112781244591328
wiki-rfa,118056900,in,0.0
wiki-rfa,282770527,out,0.0
wiki-rfa,282770527,in,0.0
wiki-rfa,592592657,out,0.6500224216483541
wiki-rfa,592592657,in,0.873981048127358
wiki-rfa,780413447,out,0.0
wiki-rfa,780413447,in,1.0
wiki-rfa,467950861,out,0.0
wiki-rfa,467950861,in,0.5916727785823275
wiki-rfa,900750786,out,0.0
wiki-rfa,900750786,in,0.0
wiki-rfa,235166089,out,0.0
wiki-rfa,235166089,in,0.9751190649408661
wiki-rfa,683968788,out,0.0
wiki-rfa,683968788,in,0.0
wiki-rfa,504900223,out,0.0
wiki-rfa,504900223,in,0.863120568566631
wiki-rfa,286162197,out,0.0
wiki-rfa,286162197,in,0.0
wiki-rfa,190209437,out,1.0
wiki-rfa,190209437,in,0.3372900666170139
wiki-rfa,563390956,out,0.0
wiki-rfa,563390956,in,0.7871265862012691
wiki-rfa,671271059,out,0.0
wiki-rfa,671271059,in,0.0
wiki-rfa,419728544,out,0.9182958340544896
wiki-rfa,419728544,in,0.14144054254182076
wiki-rfa,540216457,out,0.0
wiki-rfa,540216457,in,0.5032583347756457
wiki-rfa,493436892,out,0.0
wiki-rfa,493436892,in,0.0
wiki-rfa,561630906,out,0.0
wiki-rfa,561630906,in,0.0
wiki-rfa,133273978,out,0.6705250693158381
wiki-rfa,133273978,in,0.4079059801389763
wiki-rfa,102807287,out,0.0
wiki-rfa,102807287,in,0.6840384356390418
wiki-rfa,829708118,out,0.0
wiki-rfa,829708118,in,0.0
wiki-rfa,352357779,out,0.0
wiki-rfa,352357779,in,0.6500224216483541
wiki-rfa,4485130,out,0.0
wiki-rfa,4485130,in,0.13923299905509906
wiki-rfa,466034675,out,0.6500224216483541
wiki-rfa,466034675,in,0.5225593745369408
wiki-rfa,612531534,out,0.0
wiki-rfa,612531534,in,0.0
wiki-rfa,611222035,out,0.0
wiki-rfa,611222035,in,0.0
wiki-rfa,571235956,out,0.0
wiki-rfa,571235956,in,0.18312206830137284
wiki-rfa,171993861,out,0.7219280948873623
wiki-rfa,171993861,in,0.2222848306856879
wiki-rfa,598337362,out,0.0
wiki-rfa,598337362,in,0.6394571324851641
wiki-rfa,415473368,out,0.0
wiki-rfa,415473368,in,0.0
wiki-rfa,715127972,out,0.0
wiki-rfa,715127972,in,0.0
wiki-rfa,228711686,out,0.863120568566631
wiki-rfa,228711686,in,0.3451173149449531
wiki-rfa,167244872,out,0.0
wiki-rfa,167244872,in,0.8879763195151349
wiki-rfa,606499597,out,0.0
wiki-rfa,606499597,in,0.3912435636292555
wiki-rfa,519233935,out,0.9324631422909171
wiki-rfa,519233935,in,0.3533593350214213
wiki-rfa,317354970,out,0.0
wiki-rfa,317354970,in,0.5916727785823275
wiki-rfa,581350334,out,0.4619114721120978
wiki-rfa,581350334,in,0.9182958340544896
wiki-rfa,343925386,out,0.15935006268563462
wiki-rfa,343925386,in,0.9402859586706311
wiki-rfa,544132228,out,0.8453509366224364
wiki-rfa,544132228,in,0.0
wiki-rfa,291218222,out,0.9910760598382222
wiki-rfa,291218222,in,0.0
wiki-rfa,364966517,out,0.4394969869215134
wiki-rfa,364966517,in,0.4620663276355393
wiki-rfa,733120262,out,1.0
wiki-rfa,733120262,in,0.9992492479956565
wiki-rfa,254396705,out,0.863120568566631
wiki-rfa,254396705,in,0.4394969869215134
wiki-rfa,321633602,out,0.31599713297842474
wiki-rfa,321633602,in,0.6121961274908337
wiki-rfa,422534430,out,0.0
wiki-rfa,422534430,in,0.8841151220488479
wiki-rfa,942150132,out,0.0
wiki-rfa,942150132,in,0.36205125173399805
wiki-rfa,399388903,out,0.5435644431995964
wiki-rfa,399388903,in,0.0
wiki-rfa,252477102,out,0.117594665658865
wiki-rfa,252477102,in,0.0
wiki-rfa,401295528,out,0.0
wiki-rfa,401295528,in,0.998363672593813
wiki-rfa,987481590,out,0.5916727785823275
wiki-rfa,987481590,in,0.0
wiki-rfa,719761201,out,0.9967916319816366
wiki-rfa,719761201,in,0.0
wiki-rfa,87631773,out,0.7219280948873623
wiki-rfa,87631773,in,0.23519338181924138
wiki-rfa,601082547,out,0.0
wiki-rfa,601082547,in,0.0
wiki-rfa,40542837,out,0.3193373865339729
wiki-rfa,40542837,in,0.43275015878875406
wiki-rfa,567490226,out,0.0
wiki-rfa,567490226,in,0.0
wiki-rfa,770598282,out,0.12741851179235902
wiki-rfa,770598282,in,0.0
wiki-rfa,341492509,out,0.3533593350214213
wiki-rfa,341492509,in,0.19590927087360482
wiki-rfa,892560647,out,0.0
wiki-rfa,892560647,in,0.0
wiki-rfa,621817249,out,0.15935006268563462
wiki-rfa,621817249,in,0.5225593745369408
wiki-rfa,925880941,out,0.6601070987550468
wiki-rfa,925880941,in,0.19590927087360482
wiki-rfa,507694639,out,0.9268190639645772
wiki-rfa,507694639,in,0.2667649878030259
wiki-rfa,406192906,out,0.20062232431271465
wiki-rfa,406192906,in,0.23519338181924138
wiki-rfa,11955277,out,0.7219280948873623
wiki-rfa,11955277,in,0.15935006268563462
wiki-rfa,844446424,out,0.9709505944546686
wiki-rfa,844446424,in,0.4394969869215134
wiki-rfa,316211864,out,0.7642045065086203
wiki-rfa,316211864,in,0.9876925088958033
wiki-rfa,296631533,out,0.19590927087360482
wiki-rfa,296631533,in,0.19143325481419346
wiki-rfa,222599064,out,0.0
wiki-rfa,222599064,in,0.5032583347756459
wiki-rfa,691787829,out,0.6500224216483541
wiki-rfa,691787829,in,0.0
wiki-rfa,96741905,out,0.3372900666170139
wiki-rfa,96741905,in,0.5665095065529052
wiki-rfa,268440827,out,0.0
wiki-rfa,268440827,in,0.9940302114769565
wiki-rfa,558312352,out,0.0
wiki-rfa,558312352,in,0.0
wiki-rfa,9596735,out,0.0
wiki-rfa,9596735,in,0.3665780125533459
wiki-rfa,47509476,out,0.5225593745369408
wiki-rfa,47509476,in,0.5293608652873644
wiki-rfa,419338009,out,0.7219280948873623
wiki-rfa,419338009,in,0.5916727785823273
wiki-rfa,193944775,out,0.0
wiki-rfa,193944775,in,0.9915017866855546
wiki-rfa,282810141,out,0.5435644431995964
wiki-rfa,282810141,in,0.0
wiki-rfa,755219503,out,0.0
wiki-rfa,755219503,in,0.4394969869215134
wiki-rfa,982842474,out,0.6840384356390417
wiki-rfa,982842474,in,0.20559250818508293
wiki-rfa,810084585,out,0.0
wiki-rfa,810084585,in,0.9182958340544896
wiki-rfa,217049028,out,0.9426831892554922
wiki-rfa,217049028,in,0.0
wiki-rfa,879119725,out,0.0
wiki-rfa,879119725,in,0.6343095546405662
wiki-rfa,382948175,out,0.9182958340544896
wiki-rfa,382948175,in,0.0
wiki-rfa,519187716,out,0.0
wiki-rfa,519187716,in,0.0
wiki-rfa,284387317,out,0.0
wiki-rfa,284387317,in,0.0
wiki-rfa,773097384,out,0.6500224216483541
wiki-rfa,773097384,in,0.0
wiki-rfa,79194219,out,0.5032583347756459
wiki-rfa,79194219,in,0.0
wiki-rfa,932076668,out,0.0
wiki-rfa,932076668,in,0.2285381439535282
wiki-rfa,619922115,out,0.0
wiki-rfa,619922115,in,0.0
wiki-rfa,575520465,out,0.0
wiki-rfa,575520465,in,0.6442142137378307
wiki-rfa,719552174,out,0.0
wiki-rfa,719552174,in,0.0
wiki-rfa,522478072,out,0.0
wiki-rfa,522478072,in,0.0
wiki-rfa,179919811,out,0.0
wiki-rfa,179919811,in,0.0
wiki-rfa,502441860,out,0.0
wiki-rfa,502441860,in,0.0
wiki-rfa,761507192,out,0.9852281360342515
wiki-rfa,761507192,in,0.6343095546405662
wiki-rfa,129854026,out,0.0
wiki-rfa,129854026,in,0.4537163391869448
wiki-rfa,715015957,out,0.41381685030363385
wiki-rfa,715015957,in,0.0
wiki-rfa,528408509,out,0.0
wiki-rfa,528408509,in,0.0
wiki-rfa,500222320,out,0.0
wiki-rfa,500222320,in,0.16866093149667033
wiki-rfa,811546903,out,0.0
wiki-rfa,811546903,in,0.10215803640865027
wiki-rfa,377685486,out,0.0
wiki-rfa,377685486,in,0.17925606692832127
wiki-rfa,995971178,out,0.8812908992306927
wiki-rfa,995971178,in,0.0
wiki-rfa,134873599,out,0.0
wiki-rfa,134873599,in,0.0
wiki-rfa,462804351,out,0.9709505944546686
wiki-rfa,462804351,in,0.0
wiki-rfa,203810020,out,0.29518174309075873
wiki-rfa,203810020,in,0.0
wiki-rfa,827009481,out,0.0
wiki-rfa,827009481,in,0.828055725379504
wiki-rfa,484250066,out,0.0
wiki-rfa,484250066,in,0.0
wiki-rfa,547379434,out,0.9986359641585718
wiki-rfa,547379434,in,0.0
wiki-rfa,349357423,out,1.0
wiki-rfa,349357423,in,0.0
wiki-rfa,819763094,out,0.0
wiki-rfa,819763094,in,0.5363596511250625
wiki-rfa,860648658,out,0.0
wiki-rfa,860648658,in,0.0
wiki-rfa,13197383,out,0.8453509366224364
wiki-rfa,13197383,in,0.7219280948873623
wiki-rfa,915218990,out,0.0
wiki-rfa,915218990,in,0.8812908992306927
wiki-rfa,470765547,out,0.0
wiki-rfa,470765547,in,0.0
wiki-rfa,279311675,out,0.0
wiki-rfa,279311675,in,0.9374561707820047
wiki-rfa,976924013,out,0.4537163391869448
wiki-rfa,976924013,in,0.5032583347756459
wiki-rfa,296136294,out,0.5916727785823275
wiki-rfa,296136294,in,0.10802319526362808
wiki-rfa,867749462,out,0.5916727785823275
wiki-rfa,867749462,in,0.5032583347756459
wiki-rfa,452007969,out,0.0
wiki-rfa,452007969,in,0.8739810481273578
wiki-rfa,69036940,out,0.0
wiki-rfa,69036940,in,0.0
wiki-rfa,84138540,out,0.6500224216483541
wiki-rfa,84138540,in,0.0
wiki-rfa,683337829,out,0.450791388354665
wiki-rfa,683337829,in,0.6646953053493418
wiki-rfa,781801358,out,0.5032583347756459
wiki-rfa,781801358,in,0.0
wiki-rfa,432571485,out,0.6193821946787638
wiki-rfa,432571485,in,0.0
wiki-rfa,110648923,out,0.0
wiki-rfa,110648923,in,0.14609425012013647
wiki-rfa,960849432,out,0.6631968402398287
wiki-rfa,960849432,in,0.5435644431995964
wiki-rfa,842362592,out,0.0
wiki-rfa,842362592,in,0.2580186686648154
wiki-rfa,81266783,out,0.7219280948873623
wiki-rfa,81266783,in,0.934068055375491
wiki-rfa,739369374,out,0.0
wiki-rfa,739369374,in,0.0
wiki-rfa,748986936,out,0.0
wiki-rfa,748986936,in,0.0
wiki-rfa,634420559,out,0.0
wiki-rfa,634420559,in,0.24988229283318536
wiki-rfa,534112329,out,0.0
wiki-rfa,534112329,in,0.0
wiki-rfa,827427094,out,0.0
wiki-rfa,827427094,in,0.4394969869215134
wiki-rfa,635262040,out,0.0
wiki-rfa,635262040,in,1.0
wiki-rfa,36626695,out,0.6500224216483541
wiki-rfa,36626695,in,0.0
wiki-rfa,151526219,out,0.6500224216483541
wiki-rfa,151526219,in,0.0
wiki-rfa,604847801,out,0.3095434291503253
wiki-rfa,604847801,in,0.920658406502853
wiki-rfa,585495334,out,0.0
wiki-rfa,585495334,in,0.3095434291503253
wiki-rfa,558656453,out,0.8112781244591328
wiki-rfa,558656453,in,0.0
wiki-rfa,260405337,out,0.0
wiki-rfa,260405337,in,0.869137580612638
wiki-rfa,350614076,out,0.804717519321077
wiki-rfa,350614076,in,0.6840384356390417
wiki-rfa,894060301,out,0.0
wiki-rfa,894060301,in,0.9828586897127056
wiki-rfa,530763381,out,0.0
wiki-rfa,530763381,in,0.426228656998145
wiki-rfa,177665460,out,0.0
wiki-rfa,177665460,in,0.5435644431995964
wiki-rfa,368030120,out,0.9456603046006401
wiki-rfa,368030120,in,0.0
wiki-rfa,559212875,out,0.0
wiki-rfa,559212875,in,0.6235702082127974
wiki-rfa,654875266,out,0.0
wiki-rfa,654875266,in,0.3912435636292555
wiki-rfa,240313683,out,0.0
wiki-rfa,240313683,in,0.0
wiki-rfa,843147922,out,0.0
wiki-rfa,843147922,in,0.9709505944546686
wiki-rfa,142588798,out,0.0
wiki-rfa,142588798,in,0.0
wiki-rfa,25097095,out,0.0
wiki-rfa,25097095,in,0.6500224216483541
wiki-rfa,465427648,out,0.0
wiki-rfa,465427648,in,0.0
wiki-rfa,519616754,out,0.6136190195993707
wiki-rfa,519616754,in,0.7106768538561228
wiki-rfa,973372844,out,0.7219280948873623
wiki-rfa,973372844,in,0.9182958340544896
wiki-rfa,925623331,out,0.0
wiki-rfa,925623331,in,0.0
wiki-rfa,369557106,out,0.0
wiki-rfa,369557106,in,0.0
wiki-rfa,536614439,out,0.0
wiki-rfa,536614439,in,0.9402859586706311
wiki-rfa,172153362,out,0.0
wiki-rfa,172153362,in,0.5916727785823275
wiki-rfa,571143881,out,0.0
wiki-rfa,571143881,in,0.0
wiki-rfa,4443469,out,0.8112781244591328
wiki-rfa,4443469,in,0.0
wiki-rfa,84957418,out,0.0
wiki-rfa,84957418,in,0.0
wiki-rfa,878832874,out,0.28290479297989224
wiki-rfa,878832874,in,0.0
wiki-rfa,564627602,out,0.0
wiki-rfa,564627602,in,0.8948692308065574
wiki-rfa,871304784,out,0.9612366047228759
wiki-rfa,871304784,in,0.0
wiki-rfa,300765703,out,0.0
wiki-rfa,300765703,in,0.0
wiki-rfa,573488690,out,0.0
wiki-rfa,573488690,in,0.4305518670104394
wiki-rfa,654652303,out,0.0
wiki-rfa,654652303,in,0.9182958340544896
wiki-rfa,873992971,out,0.0
wiki-rfa,873992971,in,0.14609425012013647
wiki-rfa,801044432,out,0.0
wiki-rfa,801044432,in,0.0
wiki-rfa,726688894,out,0.0
wiki-rfa,726688894,in,0.0
wiki-rfa,362196741,out,0.0
wiki-rfa,362196741,in,0.11327430349709663
wiki-rfa,551103769,out,0.0
wiki-rfa,551103769,in,0.11467550533614648
wiki-rfa,613612210,out,0.0
wiki-rfa,613612210,in,0.3984592740952357
wiki-rfa,128315963,out,0.0
wiki-rfa,128315963,in,0.9288391461883214
wiki-rfa,304693224,out,0.0
wiki-rfa,304693224,in,0.44506485705083854
wiki-rfa,954552510,out,0.0
wiki-rfa,954552510,in,0.7062740891876007
wiki-rfa,515921291,out,1.0
wiki-rfa,515921291,in,0.0
wiki-rfa,854894330,out,0.0
wiki-rfa,854894330,in,1.0
wiki-rfa,768870316,out,0.0
wiki-rfa,768870316,in,0.4394969869215134
wiki-rfa,965443077,out,0.0
wiki-rfa,965443077,in,0.0
wiki-rfa,107937803,out,0.0
wiki-rfa,107937803,in,0.0
wiki-rfa,605444571,out,0.0
wiki-rfa,605444571,in,0.0
wiki-rfa,142756520,out,0.8112781244591328
wiki-rfa,142756520,in,0.0
wiki-rfa,354561533,out,0.0
wiki-rfa,354561533,in,0.4394969869215134
wiki-rfa,12199827,out,0.0
wiki-rfa,12199827,in,0.869137580612638
wiki-rfa,188363381,out,0.9182958340544896
wiki-rfa,188363381,in,0.0
wiki-rfa,248739506,out,1.0
wiki-rfa,248739506,in,0.5435644431995964
wiki-rfa,4529694,out,0.0
wiki-rfa,4529694,in,0.0
wiki-rfa,48812751,out,0.0
wiki-rfa,48812751,in,0.1871762568732082
wiki-rfa,575462031,out,0.0
wiki-rfa,575462031,in,0.0
wiki-rfa,634157124,out,0.0
wiki-rfa,634157124,in,0.20559250818508293
wiki-rfa,512981698,out,0.0
wiki-rfa,512981698,in,0.3095434291503253
wiki-rfa,777723171,out,0.0
wiki-rfa,777723171,in,0.9635359835770287
wiki-rfa,525505275,out,0.0
wiki-rfa,525505275,in,0.23519338181924138
wiki-rfa,491828684,out,0.0
wiki-rfa,491828684,in,0.4488644887230294
wiki-rfa,765850015,out,0.0
wiki-rfa,765850015,in,0.0
wiki-rfa,789349305,out,0.0
wiki-rfa,789349305,in,0.0
wiki-rfa,246163724,out,0.4798320236161285
wiki-rfa,246163724,in,0.0
wiki-rfa,655620762,out,0.3138129641688651
wiki-rfa,655620762,in,0.5916727785823275
wiki-rfa,874914365,out,0.0
wiki-rfa,874914365,in,0.41381685030363385
wiki-rfa,98281319,out,0.5225593745369408
wiki-rfa,98281319,in,0.40444838648643844
wiki-rfa,813640830,out,0.0
wiki-rfa,813640830,in,0.5746356978376794
wiki-rfa,715492412,out,0.5435644431995964
wiki-rfa,715492412,in,0.6267511370265895
wiki-rfa,905746755,out,0.4537163391869448
wiki-rfa,905746755,in,0.20062232431271465
wiki-rfa,721243833,out,0.0
wiki-rfa,721243833,in,0.0
wiki-rfa,662735954,out,0.0
wiki-rfa,662735954,in,0.0
wiki-rfa,117578906,out,0.5435644431995964
wiki-rfa,117578906,in,0.0
wiki-rfa,69424247,out,0.954434002924965
wiki-rfa,69424247,in,0.6500224216483541
wiki-rfa,507207718,out,0.0
wiki-rfa,507207718,in,0.9886994082884974
wiki-rfa,681731403,out,0.0
wiki-rfa,681731403,in,0.0
wiki-rfa,818221502,out,0.6789538995185759
wiki-rfa,818221502,in,0.0
wiki-rfa,947992519,out,1.0
wiki-rfa,947992519,in,0.0
wiki-rfa,33833423,out,0.0
wiki-rfa,33833423,in,0.0
wiki-rfa,516261502,out,0.0
wiki-rfa,516261502,in,0.0
wiki-rfa,766516560,out,0.0
wiki-rfa,766516560,in,0.0
wiki-rfa,451506185,out,0.0
wiki-rfa,451506185,in,0.5225593745369408
wiki-rfa,64981971,out,0.0
wiki-rfa,64981971,in,0.5032583347756457
wiki-rfa,547379311,out,0.0
wiki-rfa,547379311,in,0.0
wiki-rfa,603641456,out,0.0
wiki-rfa,603641456,in,0.0
wiki-rfa,907378140,out,0.0
wiki-rfa,907378140,in,0.0
wiki-rfa,933852499,out,0.41381685030363385
wiki-rfa,933852499,in,0.0
wiki-rfa,480100612,out,0.0
wiki-rfa,480100612,in,0.0
wiki-rfa,789963576,out,0.0
wiki-rfa,789963576,in,0.0
wiki-rfa,378681692,out,0.8112781244591328
wiki-rfa,378681692,in,0.6343095546405662
wiki-rfa,515303017,out,0.9182958340544896
wiki-rfa,515303017,in,0.9957274520849255
wiki-rfa,241528947,out,0.0
wiki-rfa,241528947,in,0.0
wiki-rfa,484148354,out,0.0
wiki-rfa,484148354,in,0.0
wiki-rfa,191698950,out,0.9182958340544896
wiki-rfa,191698950,in,0.0
wiki-rfa,732434277,out,0.0
wiki-rfa,732434277,in,0.9293636260137187
wiki-rfa,723590423,out,0.0
wiki-rfa,723590423,in,0.41381685030363385
wiki-rfa,87248915,out,0.0
wiki-rfa,87248915,in,0.5435644431995964
wiki-rfa,518318127,out,0.0
wiki-rfa,518318127,in,0.6500224216483541
wiki-rfa,90653440,out,0.0
wiki-rfa,90653440,in,0.5435644431995964
wiki-rfa,335776336,out,0.0
wiki-rfa,335776336,in,0.0
wiki-rfa,25869041,out,0.0
wiki-rfa,25869041,in,0.0
wiki-rfa,776526331,out,0.9182958340544896
wiki-rfa,776526331,in,0.0
wiki-rfa,588851766,out,0.0
wiki-rfa,588851766,in,0.2285381439535282
wiki-rfa,270779762,out,0.0
wiki-rfa,270779762,in,0.0
wiki-rfa,302915975,out,1.0
wiki-rfa,302915975,in,0.9932338197397066
wiki-rfa,686301425,out,0.3227569588973983
wiki-rfa,686301425,in,0.0
wiki-rfa,187815699,out,0.9182958340544896
wiki-rfa,187815699,in,0.34781691357106315
wiki-rfa,309289032,out,0.9182958340544896
wiki-rfa,309289032,in,0.8112781244591328
wiki-rfa,498913376,out,0.0
wiki-rfa,498913376,in,0.19143325481419346
wiki-rfa,585616869,out,0.0
wiki-rfa,585616869,in,0.0
wiki-rfa,510011807,out,0.0
wiki-rfa,510011807,in,0.7553754125614287
wiki-rfa,399242028,out,0.0
wiki-rfa,399242028,in,0.0
wiki-rfa,517345742,out,0.0
wiki-rfa,517345742,in,0.0
wiki-rfa,812827524,out,0.9182958340544896
wiki-rfa,812827524,in,0.5032583347756457
wiki-rfa,879897336,out,0.0
wiki-rfa,879897336,in,0.0
wiki-rfa,286162690,out,0.0
wiki-rfa,286162690,in,0.0
wiki-rfa,285406845,out,0.0
wiki-rfa,285406845,in,0.0
wiki-rfa,739080748,out,1.0
wiki-rfa,739080748,in,0.0
wiki-rfa,146004343,out,0.0
wiki-rfa,146004343,in,0.9182958340544896
wiki-rfa,489805137,out,0.0
wiki-rfa,489805137,in,0.0
wiki-rfa,680929639,out,0.0
wiki-rfa,680929639,in,0.0
wiki-rfa,972060567,out,0.0
wiki-rfa,972060567,in,0.3712323266408755
wiki-rfa,469173914,out,1.0
wiki-rfa,469173914,in,0.0
wiki-rfa,150842160,out,0.0
wiki-rfa,150842160,in,0.9366673818775626
wiki-rfa,38306725,out,0.0
wiki-rfa,38306725,in,0.0
wiki-rfa,613862631,out,0.0
wiki-rfa,613862631,in,0.0
wiki-rfa,809710700,out,0.0
wiki-rfa,809710700,in,0.0
wiki-rfa,715484357,out,0.0
wiki-rfa,715484357,in,0.0
wiki-rfa,124647851,out,0.0
wiki-rfa,124647851,in,0.0
wiki-rfa,907246347,out,0.0
wiki-rfa,907246347,in,0.0
wiki-rfa,931737144,out,0.0
wiki-rfa,931737144,in,0.0
slashdot090221,0,out,0.6631968402398287
slashdot090221,0,in,0.549689363520506
slashdot090221,1,out,0.8154224977821039
slashdot090221,1,in,0.6823348859052099
slashdot090221,3,out,0.0
slashdot090221,3,in,0.450791388354665
slashdot090221,4,out,0.0
slashdot090221,4,in,0.5321362270416111
slashdot090221,5,out,0.34037328575964604
slashdot090221,5,in,0.19143325481419346
slashdot090221,6,out,0.0
slashdot090221,6,in,0.0
slashdot090221,7,out,0.8497511372532974
slashdot090221,7,in,0.9920686248447118
slashdot090221,8,out,0.9923779054736781
slashdot090221,8,in,0.7158772126250337
slashdot090221,9,out,0.17203694935311387
slashdot090221,9,in,0.3123753408181892
slashdot090221,10,out,0.0
slashdot090221,10,in,0.0
slashdot090221,11,out,0.02971766406734793
slashdot090221,11,in,0.09140162014739285
slashdot090221,13,out,0.0
slashdot090221,13,in,0.9059282160429991
slashdot090221,14,out,0.6758635715876158
slashdot090221,14,in,0.6500224216483541
slashdot090221,15,out,0.0
slashdot090221,15,in,0.08079313589591124
slashdot090221,16,out,0.4547006858101452
slashdot090221,16,in,0.19143325481419346
slashdot090221,17,out,0.0
slashdot090221,17,in,0.3765854562496803
slashdot090221,18,out,0.0
slashdot090221,18,in,0.5916727785823275
slashdot090221,19,out,0.21639693245126448
slashdot090221,19,in,0.0
slashdot090221,21,out,0.9305861291319928
slashdot090221,21,in,0.9937489109291138
slashdot090221,22,out,0.0
slashdot090221,22,in,0.05055693357674343
slashdot090221,23,out,0.0
